1	2	5	20	6.3723
2	5	31.372	20	7.5426
3	6	58.915	20	6.5851
4	3	85.5	20	8.0745
5	2	113.57	20	6.9043
6	6	140.48	20	6.4787
7	5	166.96	20	7.117
8	3	194.07	20	6.3723
9	6	220.45	20	6
10	2	246.45	20	6.9574
11	5	273.4	20	6.7447
12	1	300.15	20	6.6915
13	4	326.84	20	6.2128
14	1	353.05	20	6.4255
15	4	379.48	20	7.8085
16	1	407.29	20	8.1277
17	4	435.41	20	8.3936
18	3	463.81	20	10
